27/11/2023 09:00,Chesterfield,Colleen Keehn,"Large Flat white - 2.45, Large Flavoured iced latte - Caramel - 3.25",5.7,CASH,
27/11/2023 09:02,Chesterfield,Monica Dickens,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured iced latte - Vanilla - 3.25",13.0,CARD,4191690663983969
27/11/2023 09:04,Chesterfield,Rochelle Alcaraz,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Hazelnut - 2.75",5.3,CARD,3886382008446350
27/11/2023 09:06,Chesterfield,Matthew Berganza,"Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Vanilla - 3.25",9.25,CARD,9248327052851154
27/11/2023 09:08,Chesterfield,Ben Hickey,"Regular Flat white - 2.15, Large Latte - 2.45, Large Flat white - 2.45, Regular Latte - 2.15, Large Flavoured latte - Hazelnut - 2.85",12.05,CARD,1941477305169521
27/11/2023 09:10,Chesterfield,Leo Munoz,"Large Flat white - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Large Latte - 2.45, Regular Flavoured iced latte - Hazelnut - 2.75",10.2,CARD,8814883736390974
27/11/2023 09:12,Chesterfield,Isabel Bell,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,9413332862954105
27/11/2023 09:14,Chesterfield,Richard Johnson,Large Flavoured iced latte - Hazelnut - 3.25,3.25,CARD,2338724665071969
27/11/2023 09:17,Chesterfield,Rebecca North,Large Flavoured latte - Hazelnut - 2.85,2.85,CARD,1015551631051430
27/11/2023 09:19,Chesterfield,Catherine Kuhl,"Regular Flavoured iced latte - Vanilla - 2.75, Large Latte - 2.45, Large Flat white - 2.45, Large Flat white - 2.45",10.1,CARD,3995575796107244
27/11/2023 09:21,Chesterfield,John Audet,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flat white - 2.15, Large Flavoured iced latte - Vanilla - 3.25",8.15,CARD,5514994972854147
27/11/2023 09:23,Chesterfield,Alexandra Beattie,Large Flavoured latte - Hazelnut - 2.85,2.85,CARD,6865429329885253
27/11/2023 09:25,Chesterfield,Gloria Gish,"Large Flavoured iced latte - Caramel - 3.25, Large Flat white - 2.45, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Caramel - 3.25",11.7,CARD,3957305891087483
27/11/2023 09:27,Chesterfield,Donna Carpenter,"Regular Flat white - 2.15, Large Latte - 2.45, Regular Flavoured iced latte - Hazelnut - 2.75",7.35,CARD,4684121168039645
27/11/2023 09:29,Chesterfield,Gayle Larson,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
27/11/2023 09:32,Chesterfield,Michelle Mayfield,"Large Flavoured iced latte - Hazelnut - 3.25, Regular Latte - 2.15, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured latte - Hazelnut - 2.55",11.2,CARD,9347143305896609
27/11/2023 09:34,Chesterfield,Lela Price,Large Latte - 2.45,2.45,CARD,3596506991637498
27/11/2023 09:36,Chesterfield,Wendy Moore,"Regular Flavoured iced latte - Vanilla - 2.75, Regular Latte - 2.15",4.9,CARD,1694586285942913
27/11/2023 09:38,Chesterfield,Daniel Bullis,"Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured latte - Hazelnut - 2.55, Large Flat white - 2.45, Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured iced latte - Hazelnut - 3.25",14.25,CARD,9186263358635641
27/11/2023 09:40,Chesterfield,Jennifer Hernandez,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured iced latte - Hazelnut - 3.25",5.8,CARD,3652029723976451
27/11/2023 09:42,Chesterfield,Matthew Tucker,"Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured iced latte - Vanilla - 2.75",5.6,CARD,8557493196061054
27/11/2023 09:44,Chesterfield,Paul Phomphithak,"Large Flavoured iced latte - Caramel - 3.25, Large Latte - 2.45, Large Flavoured iced latte - Caramel - 3.25",8.95,CASH,
27/11/2023 09:46,Chesterfield,Ralph Baker,"Large Flat white - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Vanilla - 2.75",7.75,CARD,1720051093306752
27/11/2023 09:49,Chesterfield,Harvey Wyatt,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flat white - 2.15",4.9,CASH,
27/11/2023 09:51,Chesterfield,Pamela Moore,Large Latte - 2.45,2.45,CARD,9775923565412743
27/11/2023 09:53,Chesterfield,Tianna Higgins,"Regular Flavoured iced latte - Vanilla - 2.75, Large Latte - 2.45, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Vanilla - 2.75, Regular Latte - 2.15, Large Flat white - 2.45",15.8,CARD,7023143438461961
27/11/2023 09:55,Chesterfield,Sharon Riston,"Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured iced latte - Caramel - 3.25",11.8,CARD,7272743383583694
27/11/2023 09:57,Chesterfield,David Montgomery,"Large Latte - 2.45, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Hazelnut - 3.25",8.45,CASH,
27/11/2023 09:59,Chesterfield,Maude Canclini,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Hazelnut - 3.25",6.5,CARD,1068592688769780
27/11/2023 10:01,Chesterfield,Kenna Rome,"Regular Flavoured iced latte - Vanilla - 2.75, Regular Flat white - 2.15, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Caramel - 3.25",13.65,CASH,
27/11/2023 10:02,Chesterfield,Ivory Barnes,Large Flat white - 2.45,2.45,CARD,7821670205660298
27/11/2023 10:03,Chesterfield,Daniel Bisard,Large Flavoured latte - Hazelnut - 2.85,2.85,CASH,
27/11/2023 10:04,Chesterfield,Anitra Elliott,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25",6.5,CASH,
27/11/2023 10:05,Chesterfield,Blanche Washington,"Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured iced latte - Vanilla - 3.25",6.0,CASH,
27/11/2023 10:06,Chesterfield,Lawrence Gray,"Regular Flat white - 2.15, Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured iced latte - Hazelnut - 2.75",7.65,CARD,7348684962820188
27/11/2023 10:07,Chesterfield,Maria Robinson,"Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75",6.0,CARD,2889340508771019
27/11/2023 10:08,Chesterfield,Maria Sampson,"Large Latte - 2.45, Regular Flat white - 2.15, Regular Latte - 2.15",6.75,CARD,7631701936268545
27/11/2023 10:09,Chesterfield,Margaret Byrne,"Regular Flavoured latte - Hazelnut - 2.55, Large Latte - 2.45, Regular Flavoured iced latte - Vanilla - 2.75, Large Latte - 2.45",10.2,CARD,1453803758528101
