12/12/2023 09:00,Uppingham,Hye Davis,"Regular Flavoured latte - Hazelnut - 2.55, Large Cortado - 2.35, Large Smoothies - Berry Beautiful - 2.50, Large Speciality Tea - Peppermint - 1.60, Regular Cortado - 2.05",11.05,CASH,
12/12/2023 09:01,Uppingham,Jeffrey Clements,"Large Speciality Tea - Peppermint - 1.60, Regular Speciality Tea - Green - 1.30, Large Speciality Tea - Peppermint - 1.60, Regular Hot chocolate - 2.20",6.7,CASH,
12/12/2023 09:02,Uppingham,Donna Perkins,"Large Cortado - 2.35, Regular Smoothies - Berry Beautiful - 2.00",4.35,CASH,
12/12/2023 09:03,Uppingham,Tommie Mcdonald,"Large Mocha - 2.70, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Red Label tea - 1.20",6.8,CARD,3277624094920290
12/12/2023 09:04,Uppingham,Judith Cardona,"Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured hot chocolate - Vanilla - 2.90, Large Hot chocolate - 2.90, Large Mocha - 2.70",10.5,CARD,4077370188398013
12/12/2023 09:05,Uppingham,Palma Clark,"Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Green - 1.30, Large Flavoured latte - Caramel - 2.85",7.0,CARD,6161253916535065
12/12/2023 09:06,Uppingham,Daniel Carroll,Regular Flavoured hot chocolate - Vanilla - 2.60,2.6,CASH,
12/12/2023 09:07,Uppingham,Marquerite Lama,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Caramel - 2.85",5.4,CARD,2601898862927583
12/12/2023 09:08,Uppingham,Gordon Neidecker,"Regular Hot chocolate - 2.20, Regular Flavoured latte - Caramel - 2.55",4.75,CARD,6193688633001637
12/12/2023 09:09,Uppingham,Brad Maddox,"Large Flavoured latte - Hazelnut - 2.85, Large Cortado - 2.35, Large Smoothies - Berry Beautiful - 2.50",7.7,CASH,
12/12/2023 09:10,Uppingham,Norman Ayuso,"Large Speciality Tea - Green - 1.60, Regular Flavoured latte - Hazelnut - 2.55",4.15,CASH,
12/12/2023 09:11,Uppingham,Meghan Prewitt,"Large Speciality Tea - Peppermint - 1.60, Large Flavoured hot chocolate - Vanilla - 2.90",4.5,CARD,9440478535406987
12/12/2023 09:12,Uppingham,Edward Jenkins,"Regular Speciality Tea - Green - 1.30, Regular Flavoured hot chocolate - Vanilla - 2.60",3.9,CARD,7993387438815902
12/12/2023 09:13,Uppingham,Chadwick Hsieh,"Regular Hot chocolate - 2.20, Regular Smoothies - Berry Beautiful - 2.00",4.2,CARD,7116852962090596
12/12/2023 09:14,Uppingham,Suzanne Marks,Regular Speciality Tea - Green - 1.30,1.3,CARD,6955484394878239
12/12/2023 09:15,Uppingham,Jennifer Bustos,"Regular Hot chocolate - 2.20, Large Speciality Tea - Green - 1.60, Regular Red Label tea - 1.20",5.0,CARD,5552150965717176
12/12/2023 09:16,Uppingham,Brandon Hitt,"Regular Mocha - 2.30, Regular Flavoured latte - Caramel - 2.55, Large Flavoured latte - Caramel - 2.85",7.7,CARD,2818270857584003
12/12/2023 09:17,Uppingham,Eleanor Maloney,Regular Flavoured latte - Caramel - 2.55,2.55,CARD,1917346296425775
12/12/2023 09:18,Uppingham,Arthur Sheck,"Large Speciality Tea - Peppermint - 1.60, Large Speciality Tea - Peppermint - 1.60, Large Mocha - 2.70",5.9,CARD,2184422126274347
12/12/2023 09:19,Uppingham,Kenneth Tate,"Large Red Label tea - 1.80, Large Cortado - 2.35, Large Smoothies - Berry Beautiful - 2.50, Regular Hot chocolate - 2.20",8.85,CARD,2175225973205845
12/12/2023 09:20,Uppingham,Harrison Sule,"Regular Flavoured latte - Caramel - 2.55, Regular Mocha - 2.30, Large Hot chocolate - 2.90, Regular Flavoured latte - Hazelnut - 2.55, Large Smoothies - Berry Beautiful - 2.50, Regular Smoothies - Berry Beautiful - 2.00",14.8,CARD,8218641370923615
12/12/2023 09:21,Uppingham,Anne Moore,Large Flavoured latte - Hazelnut - 2.85,2.85,CARD,8541432869898529
12/12/2023 09:22,Uppingham,Charles Yazzie,Large Hot chocolate - 2.90,2.9,CARD,2183644821485580
12/12/2023 09:23,Uppingham,Alan Anderson,"Regular Speciality Tea - Peppermint - 1.30, Large Red Label tea - 1.80, Large Flavoured latte - Caramel - 2.85",5.95,CARD,7519634451448125
12/12/2023 09:24,Uppingham,Maude Richards,"Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85",4.85,CARD,9018800154286862
12/12/2023 09:25,Uppingham,Rick Partridge,"Large Speciality Tea - Green - 1.60, Large Flavoured latte - Hazelnut - 2.85",4.45,CARD,8719758794959019
12/12/2023 09:26,Uppingham,Ann Harris,"Regular Speciality Tea - Green - 1.30, Large Cortado - 2.35, Regular Hot chocolate - 2.20",5.85,CARD,8866167888892656
12/12/2023 09:27,Uppingham,Francis Olivares,Regular Cortado - 2.05,2.05,CARD,5449825140392429
12/12/2023 09:28,Uppingham,Dia Schulweis,"Regular Speciality Tea - Green - 1.30, Large Mocha - 2.70",4.0,CASH,
12/12/2023 09:29,Uppingham,Virginia Johnson,"Large Flavoured latte - Caramel - 2.85, Regular Red Label tea - 1.20",4.05,CARD,2233931801271315
12/12/2023 09:30,Uppingham,Cynthia Cassidy,"Large Mocha - 2.70, Large Smoothies - Berry Beautiful - 2.50",5.2,CARD,5603130145988724
12/12/2023 09:31,Uppingham,Art Osborn,"Large Smoothies - Berry Beautiful - 2.50, Regular Hot chocolate - 2.20, Large Hot chocolate - 2.90, Regular Speciality Tea - Peppermint - 1.30",8.9,CARD,6029264346888658
12/12/2023 09:32,Uppingham,Ethel Woolverton,"Large Speciality Tea - Green - 1.60, Regular Flavoured hot chocolate - Vanilla - 2.60",4.2,CARD,7855629946575394
12/12/2023 09:33,Uppingham,Jennifer Coleman,"Large Red Label tea - 1.80, Regular Speciality Tea - Peppermint - 1.30, Large Red Label tea - 1.80, Large Speciality Tea - Green - 1.60",6.5,CASH,
12/12/2023 09:34,Uppingham,Terrance Engelbrecht,"Large Speciality Tea - Green - 1.60, Regular Flavoured latte - Hazelnut - 2.55",4.15,CASH,
12/12/2023 09:35,Uppingham,Diane Higgins,"Large Cortado - 2.35, Large Flavoured latte - Hazelnut - 2.85",5.2,CASH,
12/12/2023 09:36,Uppingham,Faith Heep,"Large Hot chocolate - 2.90, Large Cortado - 2.35, Regular Hot chocolate - 2.20, Large Flavoured latte - Hazelnut - 2.85",10.3,CASH,
12/12/2023 09:37,Uppingham,Bruce Carter,"Regular Cortado - 2.05, Large Hot chocolate - 2.90",4.95,CARD,9784751719361271
12/12/2023 09:38,Uppingham,Arthur Prince,"Regular Cortado - 2.05, Regular Hot chocolate - 2.20, Regular Flavoured latte - Hazelnut - 2.55, Regular Cortado - 2.05",8.85,CARD,3720675318123586
12/12/2023 09:39,Uppingham,Kathryn Stinson,"Regular Hot chocolate - 2.20, Regular Cortado - 2.05, Regular Smoothies - Berry Beautiful - 2.00, Large Speciality Tea - Green - 1.60",7.85,CARD,1347016053269563
12/12/2023 09:40,Uppingham,Myrna Clark,"Large Hot chocolate - 2.90, Regular Flavoured latte - Caramel - 2.55, Large Red Label tea - 1.80",7.25,CARD,7986329643089446
12/12/2023 09:41,Uppingham,William Gualtieri,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Smoothies - Berry Beautiful - 2.50, Regular Speciality Tea - Green - 1.30",6.4,CARD,5939083334271764
12/12/2023 09:42,Uppingham,John Escareno,"Large Red Label tea - 1.80, Large Hot chocolate - 2.90",4.7,CASH,
12/12/2023 09:43,Uppingham,Daniel Lehman,"Regular Flavoured latte - Hazelnut - 2.55, Large Speciality Tea - Green - 1.60, Large Red Label tea - 1.80, Large Cortado - 2.35, Regular Speciality Tea - Peppermint - 1.30",9.6,CARD,8921605782895199
12/12/2023 09:44,Uppingham,Gwendolyn Rosenthal,Regular Cortado - 2.05,2.05,CARD,7108389604310826
12/12/2023 09:45,Uppingham,Geoffrey Gilliland,"Large Mocha - 2.70, Regular Flavoured latte - Hazelnut - 2.55, Large Smoothies - Berry Beautiful - 2.50, Regular Speciality Tea - Green - 1.30",9.05,CARD,1669233502407008
12/12/2023 09:46,Uppingham,Jean Perez,"Large Red Label tea - 1.80, Large Flavoured latte - Hazelnut - 2.85",4.65,CARD,7592875477421623
12/12/2023 09:47,Uppingham,Galen Atkins,"Regular Speciality Tea - Green - 1.30, Large Flavoured latte - Caramel - 2.85",4.15,CARD,4981887135897347
12/12/2023 09:48,Uppingham,Jesse Newman,Regular Smoothies - Berry Beautiful - 2.00,2.0,CARD,5933322107732395
12/12/2023 09:49,Uppingham,Dorothy Hefferman,"Large Cortado - 2.35, Regular Smoothies - Berry Beautiful - 2.00, Large Cortado - 2.35",6.7,CARD,3761506207278378
12/12/2023 09:50,Uppingham,Paul Nealey,"Large Mocha - 2.70, Large Mocha - 2.70, Large Flavoured hot chocolate - Vanilla - 2.90, Large Red Label tea - 1.80, Regular Cortado - 2.05, Large Flavoured hot chocolate - Vanilla - 2.90",15.05,CARD,5268337751348858
12/12/2023 09:51,Uppingham,Shirley Medina,"Large Red Label tea - 1.80, Large Speciality Tea - Green - 1.60, Large Flavoured latte - Caramel - 2.85",6.25,CARD,1972206928760537
12/12/2023 09:52,Uppingham,Roy Martinez,"Large Red Label tea - 1.80, Large Smoothies - Berry Beautiful - 2.50",4.3,CARD,6624275697582756
12/12/2023 09:53,Uppingham,Nancy Adams,Regular Red Label tea - 1.20,1.2,CARD,2104404410481456
12/12/2023 09:54,Uppingham,Michael Sills,"Regular Cortado - 2.05, Regular Cortado - 2.05, Large Hot chocolate - 2.90, Regular Mocha - 2.30",9.3,CASH,
12/12/2023 09:55,Uppingham,Shelia Hecht,"Regular Cortado - 2.05, Regular Flavoured latte - Caramel - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Regular Mocha - 2.30, Regular Flavoured latte - Caramel - 2.55, Regular Smoothies - Berry Beautiful - 2.00",14.0,CASH,
12/12/2023 09:56,Uppingham,Lisa Davis,"Large Speciality Tea - Peppermint - 1.60, Large Red Label tea - 1.80",3.4,CASH,
12/12/2023 09:57,Uppingham,Adrienne Gonzalez,"Large Flavoured latte - Hazelnut - 2.85, Regular Hot chocolate - 2.20, Large Cortado - 2.35",7.4,CASH,
12/12/2023 09:58,Uppingham,Edwin Eggleston,"Large Cortado - 2.35, Regular Flavoured latte - Caramel - 2.55, Large Mocha - 2.70, Regular Mocha - 2.30, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Hazelnut - 2.85",14.05,CARD,2740364439133890
12/12/2023 09:59,Uppingham,Jodi Urda,Large Hot chocolate - 2.90,2.9,CARD,7691384234259849
12/12/2023 10:01,Uppingham,Gretchen Derryberry,"Large Speciality Tea - Green - 1.60, Regular Flavoured hot chocolate - Vanilla - 2.60",4.2,CARD,8854980954980017
12/12/2023 10:02,Uppingham,Elyse Manning,"Large Flavoured latte - Caramel - 2.85, Large Speciality Tea - Green - 1.60, Regular Speciality Tea - Peppermint - 1.30, Regular Smoothies - Berry Beautiful - 2.00, Large Red Label tea - 1.80",9.55,CASH,
12/12/2023 10:03,Uppingham,Clyde Giacchino,"Large Cortado - 2.35, Large Mocha - 2.70",5.05,CARD,6148596868282371
12/12/2023 10:04,Uppingham,Michael Ambrose,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Speciality Tea - Green - 1.30, Regular Mocha - 2.30",6.2,CARD,2017534429707146
12/12/2023 10:06,Uppingham,Mark Owens,"Regular Speciality Tea - Green - 1.30, Regular Hot chocolate - 2.20, Regular Flavoured hot chocolate - Vanilla - 2.60",6.1,CARD,1390965731900288
12/12/2023 10:07,Uppingham,Elizabeth Ross,"Large Mocha - 2.70, Regular Speciality Tea - Green - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90, Large Flavoured latte - Caramel - 2.85, Large Hot chocolate - 2.90",12.65,CASH,
12/12/2023 10:08,Uppingham,Laura Ray,"Regular Speciality Tea - Green - 1.30, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85, Regular Speciality Tea - Peppermint - 1.30, Regular Speciality Tea - Green - 1.30, Regular Speciality Tea - Peppermint - 1.30",10.05,CARD,5971311815078863
12/12/2023 10:09,Uppingham,Calvin Naylor,"Regular Hot chocolate - 2.20, Regular Flavoured latte - Caramel - 2.55, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85",9.6,CASH,
12/12/2023 10:11,Uppingham,Robert Miller,"Large Flavoured hot chocolate - Vanilla - 2.90, Large Mocha - 2.70, Large Cortado - 2.35, Regular Mocha - 2.30, Large Speciality Tea - Green - 1.60",11.85,CARD,8765743591107267
12/12/2023 10:12,Uppingham,Nina Eccles,"Large Red Label tea - 1.80, Large Speciality Tea - Green - 1.60",3.4,CARD,1467234735016613
12/12/2023 10:13,Uppingham,Dwayne Mcclain,"Regular Mocha - 2.30, Regular Flavoured latte - Hazelnut - 2.55",4.85,CARD,9347984657784083
12/12/2023 10:14,Uppingham,Mary Busby,"Large Red Label tea - 1.80, Large Speciality Tea - Peppermint - 1.60",3.4,CARD,3419704969675342
12/12/2023 10:16,Uppingham,Wayne Moore,"Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Green - 1.30",4.15,CASH,
12/12/2023 10:17,Uppingham,David Cox,"Large Mocha - 2.70, Regular Hot chocolate - 2.20",4.9,CARD,7303396235729356
12/12/2023 10:18,Uppingham,Pedro Ramos,"Large Speciality Tea - Peppermint - 1.60, Large Mocha - 2.70, Regular Smoothies - Berry Beautiful - 2.00, Regular Cortado - 2.05",8.35,CASH,
12/12/2023 10:19,Uppingham,Jacqueline Lucena,"Large Flavoured hot chocolate - Vanilla - 2.90, Large Mocha - 2.70",5.6,CARD,7236639709865466
12/12/2023 10:21,Uppingham,Eleanore Dyckman,"Large Mocha - 2.70, Regular Mocha - 2.30, Regular Red Label tea - 1.20, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Cortado - 2.05",11.15,CARD,5922888102911610
12/12/2023 10:22,Uppingham,Waylon Vinck,"Large Flavoured latte - Caramel - 2.85, Large Red Label tea - 1.80, Large Cortado - 2.35",7.0,CARD,3920498459571742
